GenBank,Seq.Names,Clade.Label,MajorGroup,Group,ThermoMode,Class,Order,Family,Species,dN,dS,dNdS,Clade,Clade.Age,Tip.Age,Lat,AnnualTemp,Habitat,BodyMass,Longevity,MaturityAge,Fecundity,Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
JN632650.1,Hyemoschus_aquaticus_JN632650.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Tragulidae,Hyemoschus_aquaticus,4.72E-10,1.87E-08,0.025277526,Mammals_Node1519,17.63941998,14.53345892,3.084070796,18.87435551,Terrestrial,10850,14,1.34,1.25,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632709.1,Tragulus_kanchil_JN632709.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Tragulidae,Tragulus_kanchil,5.34E-10,1.90E-08,0.028103863,Mammals_Node1519,17.63941998,5.52454415,7.848017621,22.01400439,Terrestrial,2000,17,1.15,1,NA,Generation length for mammals,worldspecies.org,Generation length for mammals,worldspecies.org
KY117549.1,Tragulus_napu_KY117549.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Tragulidae,Tragulus_napu,4.14E-10,2.52E-08,0.016442885,Mammals_Node1519,17.63941998,5.52454415,3.25,17.96306183,Terrestrial,5273.67,16.45,0.69,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632597.1,Antilocapra_americana_JN632597.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra_americana,2.67E-10,2.06E-08,0.012990214,Mammals_Node1517,19.12995619,19.12995611,40.2122807,9.57462616,Terrestrial,47450.01,13.17,1,1.85,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632674.1,Okapia_johnstoni_JN632674.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Giraffidae,Okapia_johnstoni,3.93E-10,1.17E-08,0.033500884,Mammals_Node1517,19.12995619,13.46534117,1.8,19.61577726,Terrestrial,230001.1,33.17,3.83,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632645.1,Giraffa_camelopardalis_JN632645.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Giraffidae,Giraffa_camelopardalis,4.69E-10,1.46E-08,0.032132717,Mammals_Node1517,19.12995619,13.46534117,12.78959276,20.19140872,Terrestrial,964654.7,37.37,5,1.12,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MK644923.1,Alces_alces_MK644923.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Alces_alces,3.75E-10,1.97E-08,0.019089807,Mammals_Node1502,8.67819779,7.63270552,58.76176927,-2.311367607,Terrestrial,461900.8,27,3.33,1.29,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JF802125.1,Hydropotes_inermis_argyropus_JF802125.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Hydropotes_inermis,4.30E-10,2.34E-08,0.018402456,Mammals_Node1502,8.67819779,5.72514621,32.88461538,15.32255096,Terrestrial,12760.04,12.63,0.88,3.32,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KJ681484.1,Capreolus_capreolus_KJ681484.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Capreolus_capreolus,8.45E-10,1.91E-08,0.044296453,Mammals_Node1502,8.67819779,1.4318192,51.51670146,7.701933289,Terrestrial,22502.01,17.17,2,1.78,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KJ681492.1,Capreolus_pygargus_KJ681492.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Capreolus_pygargus,3.95E-10,1.84E-08,0.021448457,Mammals_Node1502,8.67819779,1.4318192,49.67701291,1.215274239,Terrestrial,41371.03,19.29,3.29,2,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
AB245426.1,Rangifer_tarandus_AB245426.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rangifer_tarandus,3.21E-10,1.76E-08,0.018207901,Mammals_Node1502,8.67819779,7.23443375,64.54881133,-7.76364975,Terrestrial,109088.5,20.7,1.86,1.2,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632691.1,Pudu_mephistophiles_JN632691.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Pudu_mephistophiles,4.75E-10,1.17E-08,0.040693382,Mammals_Node1502,8.67819779,1.01075248,4.710526316,11.48807602,Terrestrial,9599.96,10,1.28,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632661.1,Mazama_rufina_JN632661.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Mazama_rufina,6.31E-10,7.08E-09,0.088993772,Mammals_Node1502,8.67819779,1.01075248,2.916666667,14.20554962,Terrestrial,21099.25,15.17,1.21,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632656.1,Mazama_americana_JN632656.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Mazama_americana,5.22E-10,1.72E-08,0.030278692,Mammals_Node1502,8.67819779,2.95327791,9.764091858,20.68660846,Terrestrial,20546.86,14.9,1.7,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632670.1,Odocoileus_hemionus_JN632670.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Odocoileus_hemionus,2.86E-10,5.71E-09,0.050040139,Mammals_Node1502,8.67819779,2.01304787,45.02572146,7.646685791,Terrestrial,84560.57,22,1.5,1.62,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632671.1,Odocoileus_virginianus_JN632671.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Odocoileus_virginianus,5.42E-10,8.35E-09,0.064924766,Mammals_Node1502,8.67819779,2.01304787,35.15884477,12.07255096,Terrestrial,75901.25,22.53,1.27,1.71,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632692.1,Pudu_puda_JN632692.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Pudu_puda,6.42E-10,1.32E-08,0.04858405,Mammals_Node1502,8.67819779,5.25511855,40.98148148,8.786161041,Terrestrial,9642.62,14.27,0.88,1.03,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632603.1,Blastocerus_dichotomus_JN632603.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Blastocerus_dichotomus,5.94E-10,1.88E-08,0.031635391,Mammals_Node1502,8.67819779,4.4213454,16.92857143,21.29346481,Terrestrial,112518.5,20,1.38,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632659.1,Mazama_nemorivaga_JN632659.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Mazama_nemorivaga,6.47E-10,2.04E-08,0.031753254,Mammals_Node1502,8.67819779,4.4213454,6.437125749,23.10442818,Terrestrial,18335.82,17.38,1.32,1.181877866,NA,Generation length for mammals,Estimated by maximum longevity of Cetartiodactyla,Generation length for mammals,Generation length for mammals
JN632681.2,Ozotoceros_bezoarticus_JN632681.2,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Ozotoceros_bezoarticus,5.11E-10,1.49E-08,0.034238688,Mammals_Node1502,8.67819779,4.23432754,17.68333333,21.07576206,Terrestrial,34620.4,21.9,1.55,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
KJ772514.1,Mazama_gouazoupira_KJ772514.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Mazama_gouazoubira,4.19E-10,1.53E-08,0.027355524,Mammals_Node1502,8.67819779,3.30544342,19.90186916,20.3876297,Terrestrial,16633.17,12.93,2.56,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632646.1,Hippocamelus_antisensis_JN632646.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Hippocamelus_antisensis,6.62E-10,1.30E-08,0.050770152,Mammals_Node1502,8.67819779,3.30544342,16.83333333,5.816474533,Terrestrial,68599.35,10.6,1.3,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
DQ873526.1,Elaphodus_cephalophus_DQ873526.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Elaphodus_cephalophus,3.98E-10,2.21E-08,0.017977602,Mammals_Node1480,8.0266736,6.95507012,28.1751269,14.82853088,Terrestrial,23087.87,22.7,2,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
AF527537.1,Muntiacus_reevesi_AF527537.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_reevesi,5.48E-10,1.54E-08,0.035551648,Mammals_Node1480,8.0266736,2.87066707,29.10824742,16.19542694,Terrestrial,13499.94,23.2,1.37,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MF737190.1,Muntiacus_putaoensis_MF737190.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_putaoensis,4.34E-10,1.40E-08,0.030881923,Mammals_Node1480,8.0266736,2.38296126,26.14285714,16.71124725,Terrestrial,12000,17.67,1.38,1.057,NA,Generation length for mammals,"A dataset on the morphological, life-history and ecological traits of the mammals in China",Generation length for mammals,Generation length for mammals
FJ705435.1,Muntiacus_vuquangensis_FJ705435.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_vuquangensis,5.91E-10,1.16E-08,0.050765678,Mammals_Node1480,8.0266736,2.38296126,15.3,19.70377083,Terrestrial,36690.82,17,1.32,1,NA,Generation length for mammals,Animal Diversity Web,Generation length for mammals,Animal Diversity Web
AY225986.1,Muntiacus_muntjak_AY225986.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_muntjak,1.53E-09,4.50E-09,0.339873574,Mammals_Node1480,8.0266736,0.92504383,3.357142857,25.28789063,Terrestrial,17611.59,18,1.5,1.33,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MG857662.1,Muntiacus_feae_MG857662.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_feae,3.72E-10,1.03E-08,0.035984888,Mammals_Node1480,8.0266736,1.55357748,13.19230769,23.13357891,Terrestrial,21999.99,14.63,1.33,1.2,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
MK882935.1,Muntiacus_gongshanensis_MK882935.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_gongshanensis,5.96E-10,7.32E-09,0.081432154,Mammals_Node1480,8.0266736,1.13111712,28.57692308,6.960282898,Terrestrial,18590.01,15.5,1.5,1,NA,Generation length for mammals,Animal Diversity Web,Generation length for mammals,Generation length for mammals
AY239042.1,Muntiacus_crinifrons_AY239042.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Muntiacus_crinifrons,6.68E-10,8.42E-09,0.079365079,Mammals_Node1480,8.0266736,1.13111712,29.1,16.79737854,Terrestrial,18590.01,13.17,1.17,1,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
JN632696.1,Rucervus_duvaucelii_JN632696.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rucervus_duvaucelii,2.34E-10,1.47E-08,0.015871632,Mammals_Node1480,8.0266736,3.62014975,27.75,21.82584619,Terrestrial,171223.9,22.21,3,1,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
JN632600.1,Axis_porcinus_JN632600.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Axis_porcinus,4.96E-10,1.61E-08,0.030773909,Mammals_Node1480,8.0266736,2.78635562,27.275,22.12198443,Terrestrial,37448.29,20.97,1.15,1.01,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632599.1,Axis_axis_JN632599.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Axis_axis,6.31E-10,1.44E-08,0.043693384,Mammals_Node1480,8.0266736,2.78635562,20.43721973,23.97666437,Terrestrial,69499.99,20.8,2.5,1.03,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632629.1,Dama_dama_JN632629.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Dama_dama,6.49E-10,2.01E-08,0.032276592,Mammals_Node1480,8.0266736,2.9709332,42.40625,11.9921875,Terrestrial,57224.61,23.7,3,1.14,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632630.1,Dama_mesopotamica_JN632630.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Dama_mesopotamica,5.75E-10,1.97E-08,0.029197038,Mammals_Node1480,8.0266736,2.9709332,32,23.65751626,Terrestrial,57224.61,20,2.05,1.14,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Worldspecies.org
JN399997.1,Elaphurus_davidianus_JN399997.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Elaphurus_davidianus,2.86E-10,9.75E-09,0.029298087,Mammals_Node1480,8.0266736,3.12146374,35.5,16.10668945,Terrestrial,165989.2,25.4,3.25,1.11,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632697.1,Rucervus_eldi_JN632697.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rucervus_eldii,4.35E-10,1.11E-08,0.039276199,Mammals_Node1480,8.0266736,3.12146374,18.5,25.32340203,Terrestrial,95471.61,19.77,2.62,1,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
JN632698.1,Rusa_alfredi_JN632698.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rusa_alfredi,7.60E-10,1.16E-08,0.065707371,Mammals_Node1480,8.0266736,3.26875592,10.5,19.84619308,Terrestrial,46475.04,19.25,2,1,NA,Generation length for mammals,Animal Diversity Web,Generation length for mammals,Generation length for mammals
MF176987.1,Rusa_unicolor_MF176987.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rusa_unicolor,4.23E-10,7.43E-09,0.056975971,Mammals_Node1480,8.0266736,2.20215606,18.5227882,22.33417053,Terrestrial,177522.9,26.41,2.16,1,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
MF279249.1,Rusa_timorensis_MF279249.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Rusa_timorensis,2.93E-10,9.31E-09,0.031431511,Mammals_Node1480,8.0266736,2.20215606,7.7,20.68377824,Terrestrial,66375.5,19.92,1.75,1,NA,Generation length for mammals,AnAge,Generation length for mammals,Generation length for mammals
AB245427.2,Cervus_elaphus_AB245427.2,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Cervus_elaphus,4.36E-10,1.20E-08,0.036247535,Mammals_Node1480,8.0266736,2.69639024,49.12772586,8.743500519,Terrestrial,240867.1,42.55,2.72,1.07,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MF966595.1,Przewalskium_albirostris_MF966595.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Cervus_albirostris,7.67E-10,9.22E-09,0.083218628,Mammals_Node1480,8.0266736,2.55567091,34.05172414,-1.241031075,Terrestrial,161681.9,19.1,1.79,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MT430939.1,Cervus_canadensis_nannodes_MT430939.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Cervus_canadensis,3.74E-10,7.19E-09,0.051951876,Mammals_Node1480,8.0266736,2.20912783,46.53708134,1.640075493,Terrestrial,320000,20,1.3,1,NA,animalia.bio,Animal Diversity Web,Animal Diversity Web,animalia.bio
HQ832482.1,Cervus_nippon_kopschi_HQ832482.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Cervidae,Cervus_nippon,2.94E-10,9.22E-09,0.03189081,Mammals_Node1480,8.0266736,2.20912783,37.02631579,10.97288589,Terrestrial,52999.99,25.71,3,1.02,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MG602790.1,Moschus_leucogaster_MG602790.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Moschidae,Moschus_leucogaster,2.86E-10,1.42E-08,0.02007407,Mammals_Node1477,2.76022052,2.76022034,30.19230769,4.047972488,Terrestrial,14500,18.46,2,1.5,NA,Generation length for mammals,Animal Diversity Web,Generation length for mammals,Generation length for mammals
JQ409122.1,Moschus_berezovskii_JQ409122.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Moschidae,Moschus_berezovskii,5.12E-10,2.17E-08,0.023618548,Mammals_Node1477,2.76022052,2.08533916,28.48802395,13.00644989,Terrestrial,12477.41,16.42,1.48,1.71,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632662.1,Moschus_moschiferus_JN632662.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Moschidae,Moschus_moschiferus,3.19E-10,2.23E-08,0.014268574,Mammals_Node1477,2.76022052,2.08533915,53.41642925,-2.908353996,Terrestrial,13315.57,17.34,1.09,1.49,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632702.1,Tragelaphus_angasii_JN632702.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_angasii,3.79E-10,1.48E-08,0.025532739,Mammals_Node1459,14.1716626,8.13845185,21.75,20.13983513,Terrestrial,87616.76,16.83,1.91,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536356.1,Tragelaphus_imberbis_EF536356.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_imberbis,5.91E-10,2.24E-08,0.026447108,Mammals_Node1459,14.1716626,7.79635298,4.590277778,22.63773177,Terrestrial,94320.39,19.21,3.05,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632708.1,Tragelaphus_strepsiceros_JN632708.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_strepsiceros,4.60E-10,1.47E-08,0.031262688,Mammals_Node1459,14.1716626,5.44536459,14.93275862,18.3228385,Terrestrial,206056.4,23.17,2.5,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536354.1,Taurotragus_derbianus_EF536354.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_derbianus,4.92E-10,1.27E-08,0.038778919,Mammals_Node1459,14.1716626,3.19810585,8.290697674,22.4145237,Terrestrial,663012.13,21.59,3.03,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals
JN632704.1,Tragelaphus_oryx_JN632704.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_oryx,3.77E-10,1.24E-08,0.030411267,Mammals_Node1459,14.1716626,3.19810585,16.3848,17.5704326,Terrestrial,492500,25.75,2.62,1.126209214,NA,Generation length for mammals,Estimated by maximum longevity of Cetartiodactyla,Generation length for mammals,Generation length for mammals
MG657356.1,Tragelaphus_buxtoni_MG657356.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_buxtoni,5.42E-10,1.25E-08,0.043523637,Mammals_Node1459,14.1716626,4.41291181,7.785714286,12.11672287,Terrestrial,215000.8,11,2.69,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632706.1,Tragelaphus_scriptus_JN632706.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_scriptus,5.51E-10,1.82E-08,0.03034664,Mammals_Node1459,14.1716626,3.36782664,10.143699,19.79543655,Terrestrial,43250.39,13.77,1.76,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536357.1,Tragelaphus_spekii_EF536357.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_spekii,5.33E-10,1.34E-08,0.03980541,Mammals_Node1459,14.1716626,3.05272566,5.758145363,19.5455112,Terrestrial,75554.25,21.87,1.67,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632703.1,Tragelaphus_eurycerus_JN632703.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus_eurycerus,5.75E-10,1.06E-08,0.054495913,Mammals_Node1459,14.1716626,3.05272566,4.131578947,20.81891596,Terrestrial,270998.4,20.24,2.5,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536355.1,Tetracerus_quadricornis_EF536355.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Tetracerus_quadricornis,3.91E-10,1.96E-08,0.019977086,Mammals_Node1459,14.1716626,5.70501914,21.93589744,23.86845386,Terrestrial,19282.12,13.02,1,1.57,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536350.1,Boselaphus_tragocamelus_EF536350.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Boselaphus_tragocamelus,2.91E-10,2.14E-08,0.013640214,Mammals_Node1459,14.1716626,5.70501914,22.76728111,22.29486446,Terrestrial,182253,21.7,2.5,1.51,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536352.1,Pseudoryx_nghetinhensis_EF536352.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Pseudoryx_nghetinhensis,5.27E-10,1.74E-08,0.030213716,Mammals_Node1459,14.1716626,11.07616813,17.8,18.12400543,Terrestrial,97842.2,20.75,2.335176949,1,NA,Generation length for mammals,Animal Diversity Web,Estimated by age of first reproduction of Cetartiodactyla,Generation length for mammals
JQ235510.1,Syncerus_caffer_JQ235510.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Syncerus_caffer,3.72E-10,1.33E-08,0.028070683,Mammals_Node1459,14.1716626,6.64678121,9.155612245,20.24785814,Terrestrial,592666,29.6,4,1.08,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
EF536351.1,Bubalus_depressicornis_EF536351.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bubalus_depressicornis,4.75E-10,1.65E-08,0.028856475,Mammals_Node1459,14.1716626,6.64678136,1.807692308,19.69690028,Terrestrial,256989.3,30.73,2,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,AnAge,Generation length for mammals
HQ223450.1,Bison_bonasus_HQ223450.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bison_bonasus,8.12E-10,1.18E-08,0.069071379,Mammals_Node1459,14.1716626,3.83263121,52.72413793,6.310762024,Terrestrial,675876.7,26.8,2.93,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JQ437479.1,Bos_primigenius_JQ437479.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bos_primigenius,3.59E-10,1.00E-08,0.035754839,Mammals_Node1459,14.1716626,3.8326313,51.12967816,8.582227325,Terrestrial,7.00E+05,22,1.5,1,NA,Wikipedia,AnAge,worldspecies.org,AnAge
KX451354.1,Bison_bison_bison_KX451354.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bison_bison,4.11E-10,9.58E-09,0.042942025,Mammals_Node1459,14.1716626,4.20918177,59.37804878,-1.188893127,Terrestrial,624577.1,33.17,3,1,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
JN632606.1,Bos_javanicus_JN632606.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bos_javanicus,6.00E-10,1.26E-08,0.047745239,Mammals_Node1459,14.1716626,2.36331851,10.71428571,22.76533714,Terrestrial,635974.3,26.75,2.5,1.33,NA,Generation length for mammals,Life history characteristics of non-volant placental mammals,Generation length for mammals,Generation length for mammals
MT345892.1,Bos_gaurus_MT345892.1,Cetartiodactyla,Mammalia,Mammals,Endotherms,Mammalia,Cetartiodactyla,Bovidae,Bos_gaurus,5.55E-10,1.20E-08,0.046222787,Mammals_Node1459,14.1716626,2.36331863,19.16091954,19.27535856,Terrestrial,721000,27.3,1.65,1.17,NA,Generation length for mammals,"A dataset on the morphological, life-history and ecological traits of the mammals in China",Generation length for mammals,Generation length for mammals
